chrom1	start1	end1	chrom2	start2	end2	ipet_2
chr17	65450482	65451072	chr2	172924736	172925236	2
chr17	65821832	65822334	chr2	43587697	43588197	2
chr17	66989895	66990408	chr2	78408598	78409098	2
chr17	68600988	68601488	chr2	96922789	96923289	2
chr17	69733846	69734346	chr2	58956315	58956815	2
chr17	69915171	69915718	chr2	85509722	85510222	2
chr17	71249153	71249700	chr2	29974673	29975173	2
chr17	73078595	73079095	chr2	99391084	99391585	2
chr17	73408167	73408667	chr2	102855890	102856393	2
chr17	73409744	73410244	chr2	170835346	170835851	2
chr17	73536528	73537028	chr2	125320808	125321308	2
chr17	73555904	73556407	chr2	243018818	243019318	2
chr17	73700923	73701429	chr2	57635661	57636162	3
chr17	73717867	73718367	chr2	133240346	133240846	2
chr17	74619753	74620253	chr2	128995528	128996028	2
chr17	76133102	76133647	chr2	45770101	45770601	2
chr17	76409417	76409917	chr2	19975646	19976147	2
chr17	76802864	76803364	chr2	222908520	222909048	2
chr17	76989273	76989773	chr2	85165512	85166026	2
chr17	78412429	78412934	chr2	198800567	198801067	2
chr17	78653833	78654343	chr2	206156177	206156677	2
chr17	79373591	79374091	chr2	86596100	86596600	2
chr17	79527587	79528191	chr2	85234718	85235218	2
chr17	79792096	79792596	chr2	124055780	124056280	2
chr17	1272843	1273343	chr20	24751986	24752490	2
chr17	3831880	3832382	chr20	39574828	39575328	2
chr17	5365913	5366459	chr20	48197468	48197968	2
chr17	6278920	6279420	chr20	53035341	53035842	2
chr17	7087091	7087591	chr20	36621031	36621545	2
chr17	11192699	11193199	chr20	9685231	9685731	2
chr17	13457483	13457983	chr20	54426071	54426571	2
chr17	15157036	15157749	chr20	16420761	16421261	2
chr17	15863051	15863569	chr20	22164696	22165196	2
chr17	15995627	15996127	chr20	42788101	42788601	2
chr17	17723490	17723990	chr20	52674502	52675028	2
chr17	17934655	17935155	chr20	17530983	17531483	2
chr17	18011285	18011785	chr20	43611091	43611591	2
chr17	21219397	21219897	chr20	40748858	40749358	2
chr17	27038995	27039495	chr20	39853865	39854365	2
chr17	34174792	34175294	chr20	49077398	49077898	2
chr17	35490090	35490590	chr20	56973698	56974198	2
chr17	41075307	41075807	chr20	50595788	50596288	2
chr17	43248501	43249002	chr20	45834231	45834731	2
chr17	45225677	45226194	chr20	46923752	46924252	2
chr17	45366241	45366750	chr20	45987610	45988110	2
chr17	47211914	47212414	chr20	61803215	61803743	2
chr17	47253980	47254480	chr20	53203072	53203574	2
chr17	47465245	47465747	chr20	49267870	49268370	2
chr17	47642895	47643395	chr20	53018451	53018951	2
chr17	47710086	47710586	chr20	55770088	55770588	2
chr17	47995696	47996196	chr20	62332688	62333188	2
chr17	48575856	48576358	chr20	30469817	30470317	2
chr17	48978152	48978653	chr20	340374	340874	2
chr17	49075840	49076340	chr20	36979167	36979673	2
chr17	50025985	50026486	chr20	53642727	53643227	2
chr17	51540876	51541376	chr20	50960577	50961098	2
chr17	51872488	51872989	chr20	62579955	62580455	2
chr17	53073610	53074114	chr20	58232067	58232567	2
chr17	54785755	54786257	chr20	55240667	55241167	2
chr17	55651404	55651904	chr20	56028640	56029140	2
chr17	56665258	56665758	chr20	47084822	47085322	2
chr17	56712731	56713231	chr20	52713809	52714311	2
chr17	56761101	56761624	chr20	5913936	5914436	2
chr17	56911676	56912176	chr20	21560924	21561424	2
chr17	57156697	57157197	chr20	3858663	3859163	2
chr17	57480304	57480804	chr20	46278305	46278992	2
chr17	57918588	57919088	chr20	55950997	55951498	2
chr17	58043798	58044302	chr20	52598646	52599146	2
chr17	58123686	58124186	chr20	43514407	43514907	2
chr17	58361348	58361848	chr20	49084852	49085364	2
chr17	58386840	58387340	chr20	45955205	45955756	2
chr17	58470941	58471441	chr20	16561621	16562196	2
chr17	58617964	58618464	chr20	20898257	20898757	2
chr17	58641693	58642193	chr20	55777624	55778124	2
chr17	58808947	58809447	chr20	53284891	53285406	2
chr17	58830233	58830799	chr20	46790772	46791272	2
chr17	58850896	58851413	chr20	46193040	46193540	2
chr17	59005075	59005579	chr20	36623089	36623589	2
chr17	59287392	59287892	chr20	46046858	46047358	2
chr17	59307997	59309142	chr20	49411403	49412890	4
chr17	59391505	59392428	chr20	49407328	49407975	2
chr17	59435883	59436834	chr20	49410746	49412283	8
chr17	59466490	59467182	chr20	49410064	49410754	2
chr17	59466765	59468409	chr20	49411037	49411961	6
chr17	59470644	59471542	chr20	49411239	49412110	2
chr17	59470899	59471579	chr20	49406938	49407828	2
chr17	59474728	59475306	chr20	49410066	49410639	2
chr17	59475391	59475972	chr20	49410787	49411493	2
chr17	59476740	59477312	chr20	49407299	49407831	2
chr17	59485563	59490555	chr20	49410259	49412282	27
chr17	59487069	59487710	chr20	49406576	49407915	3
chr17	59488158	59489421	chr20	49406920	49408219	4
chr17	59489818	59490398	chr20	52556243	52556964	2
chr17	59489845	59490405	chr20	52531802	52532391	2
chr17	59610173	59610673	chr20	19472402	19473066	2
chr17	59645843	59646367	chr20	46013038	46013538	2
chr17	59652034	59652993	chr20	49411015	49412051	3
chr17	59659988	59660488	chr20	24024558	24025058	2
chr17	59666706	59667206	chr20	5574769	5575269	2
chr17	59702387	59702887	chr20	46510103	46510603	2
chr17	59712855	59713575	chr20	55818891	55819684	2
chr17	59713070	59713698	chr20	60711772	60712473	2
chr17	59714210	59715045	chr20	52556227	52556807	3
chr17	59746067	59746583	chr20	53177651	53178151	2
chr17	59760874	59761374	chr20	53264321	53264821	2
chr17	59914600	59915100	chr20	52224471	52224973	2
chr17	59940064	59940944	chr20	55841271	55842134	2
chr17	59941026	59941526	chr20	49367776	49368313	2
chr17	59979728	59980228	chr20	55772037	55772537	2
chr17	61042595	61043590	chr20	55675120	55676293	4
chr17	61130840	61131340	chr20	55755137	55755637	2
chr17	61699586	61700086	chr20	39681662	39682163	2
chr17	62109396	62109900	chr20	34165301	34165801	2
chr17	62387803	62388468	chr20	53556966	53557821	2
chr17	62399679	62400179	chr20	56707384	56708067	2
chr17	62408940	62409440	chr20	34502205	34502714	2
chr17	63228082	63228582	chr20	8318176	8318677	2
chr17	64451851	64452351	chr20	59039148	59039648	2
chr17	64672035	64672535	chr20	20222916	20223416	2
chr17	65459136	65459636	chr20	46784026	46784526	2
chr17	66026278	66026778	chr20	52268301	52268802	2
chr17	66075495	66075995	chr20	57500098	57500598	2
chr17	66124942	66125442	chr20	24975401	24975906	2
chr17	66452532	66453032	chr20	45820525	45821060	3
chr17	66658430	66658930	chr20	52869100	52869616	2
chr17	67390890	67391395	chr20	24005232	24005732	2
chr17	67651617	67652117	chr20	45953887	45954387	2
chr17	70698199	70698699	chr20	52477317	52477854	2
chr17	71187688	71188188	chr20	53189747	53190254	3
chr17	71366089	71366593	chr20	46130513	46131013	2
chr17	73498305	73498813	chr20	50412378	50412878	2
chr17	73737273	73737773	chr20	48645160	48645660	2
chr17	77724912	77725413	chr20	55164289	55164789	2
chr17	78166777	78167277	chr20	13802969	13803839	2
chr17	79810540	79811040	chr20	52838855	52839360	2
chr17	80989184	80989711	chr20	49171361	49171861	2
chr17	81152821	81153769	chr20	48505030	48505797	2
chr17	396212	396736	chr21	18111680	18112180	2
chr17	1612682	1613188	chr21	24680811	24681311	2
chr17	2309981	2310517	chr21	31806265	31806765	2
chr17	16924798	16925298	chr21	48017285	48017785	2
chr17	36888481	36888981	chr21	41800796	41801345	2
chr17	46945942	46946442	chr21	33915395	33915900	2
chr17	46955799	46956305	chr21	29487947	29488447	2
chr17	54558303	54558803	chr21	43746799	43747324	2
chr17	55479133	55479633	chr21	40215901	40216401	2
chr17	56192241	56192836	chr21	37213634	37214134	2
chr17	56833003	56833509	chr21	42625434	42625934	2
chr17	57951955	57952455	chr21	44623846	44624346	2
chr17	58439479	58439979	chr21	47364003	47364503	2
chr17	58583300	58583801	chr21	17435263	17435763	2
chr17	58855050	58855550	chr21	16543404	16543904	2
chr17	60079679	60080179	chr21	17125071	17125571	2
chr17	61516112	61516612	chr21	42681023	42681523	2
chr17	61666724	61667224	chr21	23469084	23469584	2
chr17	65582961	65583461	chr21	42121844	42122344	2
chr17	67910659	67911159	chr21	41904777	41905303	2
chr17	2099545	2100045	chr22	46159156	46159657	2
chr17	12938939	12939443	chr22	36461973	36462473	2
chr17	16078487	16078988	chr22	20050467	20050967	2
chr17	44227420	44227931	chr22	48835955	48836455	2
chr17	50460240	50460757	chr22	48424113	48424613	2
chr17	56271259	56271763	chr22	46851991	46852491	2
chr17	56672224	56672724	chr22	43771941	43772649	2
chr17	59536657	59537157	chr22	27380175	27380675	2
chr17	63177467	63177967	chr22	42456419	42456920	2
chr17	68837562	68838062	chr22	25446831	25447331	2
chr17	72239236	72239737	chr22	25479005	25479505	2
chr17	73339174	73339674	chr22	42231129	42231896	2
chr17	81027420	81027920	chr22	43486427	43486927	2
chr17	33348	33848	chr3	171378797	171379426	2
chr17	1398879	1399381	chr3	80947640	80948140	2
chr17	4185744	4186244	chr3	63304211	63304711	2
chr17	5657865	5658365	chr3	137968947	137969447	2
chr17	6716032	6716532	chr3	138579972	138580473	2
chr17	7211207	7211712	chr3	130050584	130051084	2
chr17	7745185	7745685	chr3	121574705	121575233	2
chr17	8773482	8773982	chr3	188288794	188289294	2
chr17	10018821	10019321	chr3	183162340	183162852	2
chr17	11647757	11648258	chr3	38059614	38060114	2
chr17	12792220	12792720	chr3	179486095	179486602	3
chr17	14213900	14214400	chr3	63627768	63628268	2
chr17	15176552	15177057	chr3	51536362	51536862	2
chr17	16933028	16933528	chr3	94197534	94198034	2
chr17	17538703	17539203	chr3	8841452	8841952	2
chr17	28172872	28173372	chr3	3655395	3655955	2
chr17	28484561	28485061	chr3	138661370	138661871	2
chr17	28826198	28826698	chr3	185132031	185132531	2
chr17	30530528	30531028	chr3	62748819	62749320	2
chr17	32688810	32689355	chr3	63917530	63918030	2
chr17	32792174	32792674	chr3	189754796	189755296	2
chr17	34223071	34223632	chr3	101405028	101405887	2
chr17	34949242	34949742	chr3	87297313	87297816	2
chr17	35593114	35593614	chr3	71155888	71156427	2
chr17	37817130	37817831	chr3	171903438	171903938	2
chr17	38977862	38978362	chr3	48027705	48028209	2
chr17	39196258	39196886	chr3	77269524	77270024	2
chr17	39677441	39677941	chr3	193711351	193711870	2
chr17	40729267	40729767	chr3	148442511	148443015	2
chr17	42070385	42070906	chr3	7170299	7170799	2
chr17	42639620	42640120	chr3	99662215	99662716	2
chr17	45915714	45916214	chr3	146266366	146266868	2
chr17	47178316	47178816	chr3	170602798	170603298	2
chr17	47257758	47258258	chr3	63185525	63186039	2
chr17	47372673	47373173	chr3	171609039	171609539	2
chr17	47499673	47500175	chr3	133461572	133462072	2
chr17	47912179	47912679	chr3	8810764	8811312	2
chr17	48354551	48355051	chr3	64706951	64707451	2
chr17	48962347	48962847	chr3	52601061	52601582	2
chr17	49293640	49294140	chr3	112299939	112300439	2
chr17	49568313	49568813	chr3	13859231	13859731	2
chr17	49727177	49727680	chr3	68897564	68898064	2
chr17	50364129	50364629	chr3	143581637	143582137	2
chr17	52424161	52424661	chr3	17180730	17181240	2
chr17	53933588	53934088	chr3	130738170	130738670	2
chr17	54841665	54842165	chr3	156206203	156206741	2
chr17	55515249	55515754	chr3	82788426	82788926	2
chr17	55761559	55762077	chr3	93789813	93790313	2
chr17	55851514	55852014	chr3	108061428	108061955	2
chr17	56199683	56200218	chr3	110650486	110650986	2
chr17	56664190	56664690	chr3	183526161	183526661	2
chr17	56813039	56813539	chr3	95734986	95735486	2
chr17	56832257	56832757	chr3	159356361	159356904	2
chr17	56833431	56833934	chr3	4597461	4597961	2
chr17	56876912	56877412	chr3	94022671	94023172	2
chr17	57051303	57051803	chr3	139541268	139541768	2
chr17	57057692	57058192	chr3	12903896	12904396	2
chr17	57060483	57060983	chr3	191899392	191899918	2
chr17	57070715	57071215	chr3	28228720	28229232	2
chr17	57073505	57074005	chr3	111258657	111259157	2
chr17	57132719	57133546	chr3	4031333	4032179	2
chr17	57140752	57141252	chr3	167580872	167581377	2
chr17	57141432	57141932	chr3	69359413	69359913	2
chr17	57935386	57935886	chr3	62877284	62877810	2
chr17	57988027	57988527	chr3	178521563	178522063	2
chr17	58230862	58231362	chr3	39143191	39143691	2
chr17	58567150	58567650	chr3	43368515	43369015	2
chr17	58721358	58721858	chr3	64371391	64371914	2
chr17	58797617	58799171	chr3	63978511	63979952	15
chr17	58797886	58798633	chr3	64008817	64009989	4
chr17	58822894	58823544	chr3	63979297	63980003	2
chr17	58829217	58829717	chr3	128321728	128322228	2
chr17	58846086	58846586	chr3	148852423	148852950	2
chr17	58884864	58885366	chr3	149920992	149921492	2
chr17	59304984	59305545	chr3	181665530	181666030	2
chr17	59358801	59359301	chr3	121040840	121041350	2
chr17	59423016	59423516	chr3	178077600	178078106	2
chr17	59440971	59441476	chr3	182204087	182204587	2
chr17	59467302	59467806	chr3	132328209	132328709	2
chr17	59469496	59469996	chr3	161235744	161236244	2
chr17	59490474	59490975	chr3	22534946	22535446	2
chr17	59493992	59494493	chr3	166483607	166484107	2
chr17	59498125	59498626	chr3	25525436	25525936	2
chr17	59521819	59522319	chr3	52614742	52615242	2
chr17	59574600	59575100	chr3	135786923	135787482	2
chr17	59647732	59648232	chr3	171871201	171871711	2
chr17	59661054	59661574	chr3	63464570	63465070	2
chr17	59775367	59775867	chr3	63729610	63730110	2
chr17	59916318	59916818	chr3	80342220	80342831	2
chr17	59937932	59938432	chr3	13844497	13845053	2
chr17	59984841	59985343	chr3	59172558	59173058	2
chr17	60046763	60047267	chr3	196044064	196044564	2
chr17	60899328	60899880	chr3	39818206	39818706	2
chr17	60985832	60986335	chr3	86295181	86295681	2
chr17	61027873	61028373	chr3	64064360	64064860	2
chr17	61030013	61030513	chr3	192639636	192640136	2
chr17	61044202	61044703	chr3	46143978	46144478	2
chr17	61897821	61898321	chr3	194919426	194919929	2
chr17	62126915	62127415	chr3	101723618	101724118	2
chr17	62397747	62399028	chr3	64519044	64519971	6
chr17	62398150	62399146	chr3	64522158	64522834	2
chr17	62400305	62400805	chr3	64516661	64517189	2
chr17	63501607	63502107	chr3	134194489	134194989	2
chr17	63526320	63526820	chr3	183635082	183635583	2
chr17	64214359	64214859	chr3	64668496	64668996	2
chr17	64285737	64286274	chr3	123512865	123513365	2
chr17	64338711	64339211	chr3	159071381	159071884	2
chr17	65034251	65034771	chr3	145620235	145620735	2
chr17	65075775	65076275	chr3	65822655	65823155	2
chr17	65383970	65384470	chr3	94767046	94767546	2
chr17	65470543	65471043	chr3	49864831	49865347	2
chr17	66930982	66931482	chr3	167407951	167408455	2
chr17	67021415	67021915	chr3	15618600	15619111	2
chr17	67355725	67356225	chr3	66018676	66019179	2
chr17	68006133	68006633	chr3	83595975	83596477	2
chr17	70174505	70175005	chr3	111702093	111702593	2
chr17	70188781	70189281	chr3	62264819	62265334	2
chr17	70973759	70974259	chr3	1655952	1656457	2
chr17	71761714	71762214	chr3	180554451	180554951	2
chr17	73346091	73346627	chr3	187880470	187880970	2
chr17	73588299	73588799	chr3	173456800	173457300	2
chr17	73599117	73599617	chr3	9561848	9562348	2
chr17	73687316	73687816	chr3	178609099	178609602	2
chr17	74898660	74899160	chr3	81349554	81350108	2
chr17	76247751	76248251	chr3	184234054	184234554	2
chr17	76852296	76852866	chr3	129548191	129548691	2
chr17	77907211	77907711	chr3	64499063	64499563	2
chr17	78791079	78791579	chr3	62900308	62900808	2
chr17	80288195	80288695	chr3	34443925	34444425	2
chr17	80467541	80468041	chr3	155420999	155421499	2
chr17	1070307	1070808	chr4	138174314	138174814	2
chr17	3330027	3330527	chr4	119077574	119078076	2
chr17	7416932	7417432	chr4	57302249	57302749	2
chr17	7476936	7477439	chr4	86902465	86902965	2
chr17	7772251	7772751	chr4	118955487	118955988	2
chr17	11681970	11682470	chr4	172997939	172998439	2
chr17	11715000	11715500	chr4	69864386	69864886	2
chr17	15561724	15562224	chr4	88416834	88417334	2
chr17	16945608	16946127	chr4	93246723	93247223	2
chr17	17354985	17355490	chr4	66959216	66959717	2
chr17	17375512	17376017	chr4	3811496	3811997	2
chr17	19645645	19646146	chr4	88054441	88054941	2
chr17	26738028	26738528	chr4	97890371	97890871	2
chr17	33033723	33034495	chr4	35929659	35930159	2
chr17	33422744	33423244	chr4	107133982	107134482	2
chr17	38737823	38738323	chr4	180036568	180037082	2
chr17	43354038	43354538	chr4	19502618	19503118	2
chr17	44194350	44194850	chr4	1695636	1696180	2
chr17	46812134	46812634	chr4	17472233	17472736	2
chr17	47031527	47032028	chr4	61479045	61479545	2
chr17	47645068	47645568	chr4	7955006	7955506	2
chr17	48860808	48861308	chr4	8275407	8276100	2
chr17	49430110	49430622	chr4	178502754	178503254	2
chr17	49587958	49588592	chr4	42553782	42554282	2
chr17	50384839	50385339	chr4	25554437	25554937	2
chr17	51024550	51025050	chr4	76466971	76467471	2
chr17	55146491	55146991	chr4	31150078	31150578	2
chr17	55397668	55398168	chr4	35990394	35990896	2
chr17	56126667	56127167	chr4	120464505	120465056	3
chr17	56429736	56430551	chr4	35929659	35930159	2
chr17	56794819	56795319	chr4	63361931	63362431	2
chr17	57100618	57101587	chr4	35929659	35930159	2
chr17	57121961	57122586	chr4	35929659	35930159	2
chr17	57143719	57144689	chr4	35929659	35930159	2
chr17	57163649	57164157	chr4	164447229	164447729	2
chr17	57792251	57792751	chr4	140973654	140974159	2
chr17	57930269	57930882	chr4	35929659	35930159	2
chr17	57937511	57938083	chr4	35929659	35930159	2
chr17	58041504	58042005	chr4	5575705	5576205	2
chr17	58041972	58042543	chr4	35929659	35930159	2
chr17	58219981	58220481	chr4	59685129	59685645	2
chr17	58220625	58221125	chr4	164603790	164604290	2
chr17	58432594	58433369	chr4	35929659	35930159	2
chr17	58456575	58457075	chr4	55621752	55622252	2
chr17	58703281	58703781	chr4	78997943	78998443	2
chr17	58827375	58827918	chr4	4677780	4678280	2
chr17	59433605	59434105	chr4	6518198	6518698	2
chr17	59476182	59476829	chr4	35929659	35930159	2
chr17	59488382	59489801	chr4	35929659	35930159	4
chr17	59493758	59494375	chr4	35929659	35930159	3
chr17	59509882	59510382	chr4	135774117	135774617	2
chr17	59538615	59539531	chr4	35929659	35930159	2
chr17	59559664	59560165	chr4	120143326	120143826	2
chr17	59584926	59585490	chr4	96591230	96591730	2
chr17	59612017	59612517	chr4	40732223	40732734	2
chr17	59745671	59746175	chr4	101004311	101004811	2
chr17	60851564	60852064	chr4	76746247	76746747	2
chr17	61265176	61265693	chr4	25047070	25047570	2
chr17	61479351	61479851	chr4	4277125	4277666	2
chr17	61509015	61509515	chr4	43902090	43902590	2
chr17	62099411	62100099	chr4	35929659	35930159	2
chr17	62178142	62178645	chr4	172490794	172491294	2
chr17	62201891	62202391	chr4	93097776	93098277	2
chr17	63051622	63052122	chr4	106268306	106268808	2
chr17	64276995	64277495	chr4	159307810	159308313	2
chr17	65369243	65369743	chr4	152037279	152037779	2
chr17	65610712	65611642	chr4	35929659	35930159	2
chr17	66393461	66393961	chr4	83481195	83481695	2
chr17	71159388	71159888	chr4	93111795	93112295	2
chr17	73532258	73532768	chr4	35929659	35930159	2
chr17	74694730	74695230	chr4	105462062	105462704	2
chr17	76192889	76193389	chr4	87930299	87930801	2
chr17	77162353	77162860	chr4	161237343	161237843	2
chr17	77356805	77357305	chr4	331923	332427	2
chr17	80856518	80857018	chr4	33026599	33027101	2
chr17	3161874	3162374	chr5	148257680	148258181	2
chr17	3489740	3490242	chr5	115533296	115533796	2
chr17	3918005	3918505	chr5	125895316	125895816	2
chr17	4914401	4915019	chr5	107880462	107880962	2
chr17	7463287	7463787	chr5	13043807	13044307	2
chr17	7668644	7669144	chr5	163449020	163449521	2
chr17	8692911	8693632	chr5	53930654	53931154	2
chr17	10490898	10491402	chr5	17363075	17363575	2
chr17	10634461	10634994	chr5	96622517	96623017	2
chr17	11128048	11128548	chr5	76301137	76301638	2
chr17	12693240	12693740	chr5	108710024	108710524	2
chr17	12821987	12822487	chr5	141378597	141379097	2
chr17	14972440	14972940	chr5	172287971	172288471	2
chr17	15350673	15351173	chr5	178009268	178009768	2
chr17	15377609	15378109	chr5	52723892	52724559	2
chr17	16237911	16238411	chr5	115474599	115475099	2
chr17	20130332	20130836	chr5	35028412	35028912	2
chr17	21327347	21327850	chr5	73497937	73498437	2
chr17	27627724	27628231	chr5	51786287	51786787	2
chr17	29665384	29665884	chr5	172017831	172018331	2
chr17	30211770	30212272	chr5	87466262	87466865	2
chr17	34082704	34083213	chr5	170556775	170557275	2
chr17	39144987	39145487	chr5	125723632	125724132	2
chr17	40725767	40726267	chr5	133747502	133748005	2
chr17	40897003	40897503	chr5	84530884	84531384	2
chr17	47092318	47092821	chr5	123240583	123241083	2
chr17	47189153	47189653	chr5	123369548	123370049	2
chr17	47931973	47932473	chr5	86622934	86623434	2
chr17	47973191	47973691	chr5	28716385	28716885	2
chr17	49985563	49986063	chr5	134659537	134660040	2
chr17	53967158	53967659	chr5	6709901	6710401	2
chr17	54533694	54534194	chr5	72567100	72567600	2
chr17	56118322	56118822	chr5	938879	939379	2
chr17	56674345	56674845	chr5	137550003	137550506	2
chr17	57067311	57067811	chr5	20076594	20077094	2
chr17	57067633	57068133	chr5	73404812	73405313	2
chr17	57974276	57974776	chr5	6713580	6714081	2
chr17	57993476	57993977	chr5	108814611	108815111	2
chr17	58219788	58220288	chr5	72568986	72569486	2
chr17	58448751	58449251	chr5	17925847	17926347	2
chr17	58605226	58605953	chr5	43047669	43048169	2
chr17	58700882	58701386	chr5	178934254	178934754	2
chr17	58726108	58726637	chr5	149830745	149831245	2
chr17	58846846	58847346	chr5	170731454	170731959	2
chr17	58856531	58857031	chr5	154468055	154468556	2
chr17	58942136	58942636	chr5	145427270	145427869	2
chr17	59335755	59336255	chr5	38426737	38427237	2
chr17	59400628	59401128	chr5	128312463	128312968	2
chr17	59431609	59432109	chr5	179161294	179161794	2
chr17	59463561	59464061	chr5	151888546	151889082	2
chr17	59509572	59510081	chr5	110606224	110606724	2
chr17	59514950	59515450	chr5	160980883	160981383	2
chr17	59566166	59566666	chr5	175996982	175997482	2
chr17	59593059	59593559	chr5	11400481	11400981	2
chr17	59619763	59620263	chr5	148729051	148729551	2
chr17	59825424	59825924	chr5	137273151	137273651	2
chr17	59866875	59867385	chr5	137564617	137565117	2
chr17	59980313	59980813	chr5	6083422	6083922	2
chr17	60063195	60063695	chr5	159296896	159297607	2
chr17	60064036	60064536	chr5	176444188	176444717	2
chr17	60542520	60543020	chr5	176567043	176567543	2
chr17	61289078	61289581	chr5	129830939	129831439	2
chr17	62731639	62732139	chr5	161157788	161158288	2
chr17	63139507	63140010	chr5	100673182	100673682	2
chr17	64493554	64494079	chr5	151038591	151039091	2
chr17	64896176	64896676	chr5	14819645	14820145	2
chr17	65407007	65407852	chr5	77208661	77209484	2
chr17	65454831	65455346	chr5	109212340	109212840	2
chr17	65581189	65581713	chr5	6477815	6478315	2
chr17	65881956	65882460	chr5	139756894	139757394	2
chr17	65887605	65888105	chr5	116314298	116314862	2
chr17	66029202	66029702	chr5	165336356	165336955	2
chr17	66491853	66492353	chr5	108981296	108981802	2
chr17	66674624	66675124	chr5	37951801	37952301	2
chr17	66845921	66846421	chr5	151755584	151756104	2
chr17	67408122	67408622	chr5	18555100	18555600	2
chr17	69142499	69142999	chr5	179604064	179604615	2
chr17	69905564	69906064	chr5	359093	359593	2
chr17	70458974	70459474	chr5	12117445	12117946	2
chr17	70512843	70513345	chr5	101035140	101035640	2
chr17	70565325	70565828	chr5	77072184	77072706	2
chr17	70722955	70723457	chr5	7817740	7818240	2
chr17	71039657	71040157	chr5	133866790	133867297	2
chr17	71994708	71995208	chr5	157396976	157397476	2
chr17	72933426	72933929	chr5	62271187	62271687	2
chr17	73932511	73933011	chr5	170010964	170011464	2
chr17	74088182	74088682	chr5	122125917	122126435	2
chr17	76138311	76138811	chr5	118167859	118168359	2
chr17	76354636	76355137	chr5	124395888	124396388	2
chr17	77159405	77159905	chr5	147551101	147551601	2
chr17	79264901	79265403	chr5	140248381	140248881	2
chr17	80376018	80376521	chr5	166666521	166667021	2
chr17	80576678	80577178	chr5	50634225	50634725	2
chr17	80949211	80949848	chr5	50362112	50362612	2
chr17	2147835	2148335	chr6	35270536	35271039	2
chr17	3653504	3654004	chr6	36857975	36858475	2
chr17	4362502	4363002	chr6	138982612	138983116	2
chr17	7291789	7292291	chr6	3622133	3622633	2
chr17	7740425	7740926	chr6	39270704	39271204	2
chr17	7807882	7808382	chr6	74080184	74080684	2
chr17	7811321	7811821	chr6	157385438	157385940	2
chr17	8858303	8858803	chr6	56831742	56832242	2
chr17	9188902	9189402	chr6	24905922	24906422	2
chr17	14211807	14212307	chr6	90120460	90120960	2
chr17	14682060	14682560	chr6	143438809	143439309	2
chr17	17875539	17876039	chr6	44768600	44769108	2
chr17	18141489	18141989	chr6	18507785	18508318	2
chr17	26648033	26648533	chr6	5523410	5523911	2
chr17	29296008	29296508	chr6	105800580	105801080	2
chr17	32637503	32638017	chr6	17231313	17231816	2
chr17	33341935	33342435	chr6	21737510	21738010	2
chr17	33584557	33585057	chr6	81047657	81048157	2
chr17	34966246	34966746	chr6	42875237	42875737	2
chr17	36059060	36059560	chr6	106735365	106735876	2
chr17	36201298	36201798	chr6	6805118	6805618	2
chr17	40729150	40729650	chr6	96378375	96378875	2
chr17	43325417	43325917	chr6	125590010	125590510	2
chr17	46029869	46030369	chr6	11341869	11342369	2
chr17	46061110	46061610	chr6	31728928	31729428	2
chr17	48277768	48278268	chr6	148780721	148781240	2
chr17	49250578	49251078	chr6	39060704	39061219	2
chr17	49463297	49463797	chr6	56664885	56665385	2
chr17	49537989	49538489	chr6	94499492	94499992	2
chr17	51695259	51695759	chr6	145498965	145499465	2
chr17	52805250	52805750	chr6	155112836	155113336	2
chr17	53027039	53027539	chr6	82336898	82337398	2
chr17	56287098	56287598	chr6	10206421	10206921	2
chr17	56679719	56680219	chr6	137375706	137376209	2
chr17	56754544	56755048	chr6	13734345	13734845	2
chr17	56827313	56827813	chr6	105875363	105875863	2
chr17	56923789	56924289	chr6	21798235	21798735	2
chr17	57537431	57537931	chr6	33814432	33814932	2
chr17	57940671	57941172	chr6	53881772	53882272	2
chr17	58122050	58122553	chr6	45667842	45668342	2
chr17	58164377	58164877	chr6	78389367	78389882	2
chr17	58228043	58228543	chr6	158323348	158323848	2
chr17	58329411	58329911	chr6	149950568	149951068	2
chr17	58428332	58428900	chr6	94878431	94878931	2
chr17	58445108	58445610	chr6	49821532	49822032	2
chr17	58528975	58529475	chr6	53630666	53631166	2
chr17	58667521	58668438	chr6	146350427	146350927	2
chr17	58708908	58709412	chr6	77750439	77750939	2
chr17	58744858	58745358	chr6	69800615	69801118	2
chr17	58799845	58800345	chr6	130364144	130364644	2
chr17	58850618	58851150	chr6	139388300	139388800	3
chr17	59332835	59333335	chr6	11036326	11036826	2
chr17	59356283	59356812	chr6	157983843	157984343	2
chr17	59434179	59434679	chr6	16553666	16554166	2
chr17	59457327	59457827	chr6	2109595	2110095	2
chr17	59495054	59495554	chr6	48354969	48355469	2
chr17	59516385	59516891	chr6	149644762	149645262	2
chr17	59528626	59529141	chr6	146350427	146350927	2
chr17	59543785	59544286	chr6	4410661	4411161	2
chr17	59579252	59580163	chr6	146350427	146350927	2
chr17	59680869	59681423	chr6	145854226	145854726	2
chr17	59689503	59690003	chr6	42296092	42296713	2
chr17	59944141	59944643	chr6	86126570	86127070	2
chr17	60055452	60055962	chr6	68031724	68032224	2
chr17	60808459	60808960	chr6	89260148	89260648	2
chr17	61295877	61296377	chr6	1443977	1444477	2
chr17	61401946	61402448	chr6	41039906	41040406	2
chr17	61750975	61751484	chr6	88733403	88733903	2
